,Unnamed: 0,id,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,vl_total_tancagem,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,fl_optante_simples,qt_art,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,vl_total_tancagem_grupo,vl_total_veiculos_antt_grupo,vl_potenc_cons_oleo_gas,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,de_indicador_telefone,fl_simples_irregular,vl_frota,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,qt_socios_st_suspensa,qt_socios_masculino,qt_socios_feminino,qt_socios_pep,qt_alteracao_socio_total,qt_alteracao_socio_90d,qt_alteracao_socio_180d,qt_alteracao_socio_365d,qt_socios_pj_ativos,qt_socios_pj_nulos,qt_socios_pj_baixados,qt_socios_pj_suspensos,qt_socios_pj_inaptos,vl_idade_media_socios_pj,vl_idade_maxima_socios_pj,vl_idade_minima_socios_pj,qt_coligados,qt_socios_coligados,qt_coligados_matriz,qt_coligados_ativo,qt_coligados_baixada,qt_coligados_inapta,qt_coligados_suspensa,qt_coligados_nula,idade_media_coligadas,idade_maxima_coligadas,idade_minima_coligadas,coligada_mais_nova_ativa,coligada_mais_antiga_ativa,idade_media_coligadas_ativas,coligada_mais_nova_baixada,coligada_mais_antiga_baixada,idade_media_coligadas_baixadas,qt_coligados_sa,qt_coligados_me,qt_coligados_mei,qt_coligados_ltda,qt_coligados_epp,qt_coligados_norte,qt_coligados_sul,qt_coligados_nordeste,qt_coligados_centro,qt_coligados_sudeste,qt_coligados_exterior,qt_ufs_coligados,qt_regioes_coligados,qt_ramos_coligados,qt_coligados_industria,qt_coligados_agropecuaria,qt_coligados_comercio,qt_coligados_serviço,qt_coligados_ccivil,qt_funcionarios_coligados,qt_funcionarios_coligados_gp,media_funcionarios_coligados_gp,max_funcionarios_coligados_gp,min_funcionarios_coligados_gp,vl_folha_coligados,media_vl_folha_coligados,max_vl_folha_coligados,min_vl_folha_coligados,vl_folha_coligados_gp,media_vl_folha_coligados_gp,max_vl_folha_coligados_gp,min_vl_folha_coligados_gp,faturamento_est_coligados,media_faturamento_est_coligados,max_faturamento_est_coligados,min_faturamento_est_coligados,faturamento_est_coligados_gp,media_faturamento_est_coligados_gp,max_faturamento_est_coligados_gp,min_faturamento_est_coligados_gp,total_filiais_coligados,media_filiais_coligados,max_filiais_coligados,min_filiais_coligados,qt_coligados_atividade_alto,qt_coligados_atividade_medio,qt_coligados_atividade_baixo,qt_coligados_atividade_mt_baixo,qt_coligados_atividade_inativo,qt_coligadas,sum_faturamento_estimado_coligadas,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_ex_funcionarios,qt_funcionarios_grupo,percent_func_genero_masc,percent_func_genero_fem,idade_ate_18,idade_de_19_a_23,idade_de_24_a_28,idade_de_29_a_33,idade_de_34_a_38,idade_de_39_a_43,idade_de_44_a_48,idade_de_49_a_53,idade_de_54_a_58,idade_acima_de_58,grau_instrucao_macro_analfabeto,grau_instrucao_macro_escolaridade_fundamental,grau_instrucao_macro_escolaridade_media,grau_instrucao_macro_escolaridade_superior,grau_instrucao_macro_desconhecido,total,meses_ultima_contratacaco,qt_admitidos_12meses,qt_desligados_12meses,qt_desligados,qt_admitidos,media_meses_servicos_all,max_meses_servicos_all,min_meses_servicos_all,media_meses_servicos,max_meses_servicos,min_meses_servicos,qt_funcionarios,qt_funcionarios_12meses,qt_funcionarios_24meses,tx_crescimento_12meses,tx_crescimento_24meses,tx_rotatividade,qt_filiais
391,391,5d90baad6e307d4376b7f91056e6a9d4bc1c61acb58714be5d017a3734ea6e27,True,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,5.227397260273973,5 a 10,False,False,False,False,False,2013-08-07,False,False,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,True,,0,0,,,,False,MA,AZUL,ACIMA DE 1 ANO,22.0,MEDIA,,False,,,NORTE MARANHENSE,AGLOMERACAO URBANA DE SAO LUIS,False,2.0,2.0,0.0,55.5,70.0,41.0,2.0,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,80.83333333333333,80.83333333333333,80.83333333333333,80.83333333333333,80.83333333333333,80.83333333333333,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,13.0,13.0,13.0,13.0,618192.0,618192.0,618192.0,618192.0,618192.0,618192.0,618192.0,618192.0,1236384.0,1236384.0,1236384.0,1236384.0,1236384.0,1236384.0,1236384.0,1236384.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1236384.0,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",210000.0,210000.0,2.0,0.0,,,,,,,,,,,,,,,,,,,62.13333333333333,0.0,0.0,2.0,2.0,3.216666666666667,3.433333333333333,3.0,,,,0.0,0.0,0.0,,,0.0,0
36,36,e5aeb8197c61261b80d66f1da4e3760e240a1f5557208afbde7feb16ffc6440a,True,EMPRESARIO INDIVIDUAL,PI,OUTROS,BENS DE CONSUMO,INDUSTRIA,23.73150684931507,> 20,False,False,False,False,False,2005-11-03,False,False,False,SIM,FABRICACAO DE PRODUTOS ALIMENTICIOS,INDUSTRIAS DE TRANSFORMACAO,False,False,True,,,3.0,1.0,True,,1,3,,,,False,PI,VERDE,ACIMA DE 1 ANO,22.0,ALTA,BOA,False,125654.0,,CENTRO NORTE PIAUIENSE,TERESINA,False,1.0,1.0,0.0,60.0,60.0,60.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,27.73333333333333,27.73333333333333,27.73333333333333,27.73333333333333,27.73333333333333,27.73333333333333,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,930000.0,930000.0,930000.0,930000.0,930000.0,930000.0,930000.0,930000.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,930000.0,"DE R$ 360.000,01 A R$ 1.500.000,00","DE R$ 360.000,01 A R$ 1.500.000,00",1081836.0,1081836.0,14.0,7.0,71.43,28.57,,2.0,,2.0,,,,1.0,1.0,1.0,,,6.0,1.0,,7.0,8.033333333333333,2.0,2.0,14.0,21.0,35.93650793650794,234.26666666666668,1.8666666666666667,50.895238095238106,234.26666666666668,8.033333333333333,7.0,7.0,10.0,0.0,-30.000000000000004,28.57142857142857,0
163,163,0cee5a697ab6cf68db696ae61a6bfde5be575267b6a0cfbf89ecaef4b52b92ef,True,SOCIEDADE EMPRESARIA LIMITADA,RO,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,24.945205479452056,> 20,False,False,False,False,False,2005-11-03,False,True,False,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,3.0,1.0,False,,1,3,,,,False,RO,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,60847.0,1921.55,,,False,2.0,2.0,0.0,32.0,33.0,31.0,2.0,,2.0,,,,,,,,,,,,,,,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,113.3304347826087,611.2,23.23333333333333,23.23333333333333,611.2,113.3304347826087,,,,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,7.0,0.0,4.0,3.0,4.0,0.0,0.0,22.0,1.0,0.0,178.0,322.0,15.333333333333336,173.0,1.0,11168668.7890625,531841.3709077381,1607299.2,61819.2,20070634.0390625,955744.4780505951,10488658.0,61819.2,34646006.5625,1506348.1114130437,4821897.5,185457.6,62611900.0625,2722256.524456522,32725972.0,185457.6,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,23.0,34646006.5625,"DE R$ 1.500.000,01 A R$ 4.800.000,00","DE R$ 1.500.000,01 A R$ 4.800.000,00",1792756.8,1792756.8,37.0,10.0,30.0,70.0,,1.0,,4.0,1.0,1.0,1.0,1.0,,1.0,,,6.0,4.0,,10.0,3.933333333333333,3.0,1.0,37.0,47.0,25.326950354609927,150.06666666666666,1.9666666666666663,44.71,150.06666666666666,3.933333333333333,10.0,8.0,10.0,25.0,0.0,11.111111111111109,0
118,118,4bef326f3b0f97df06c14b22515abeb329b86a34c2fc9a2d89db6d2baaa9ad3c,True,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,0.3150684931506849,<= 1,False,False,False,False,False,2018-07-05,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,,,0,0,,,,,MA,CINZA,SEM INFORMACAO,,MUITO BAIXA,,False,,,SUL MARANHENSE,PORTO FRANCO,False,2.0,2.0,0.0,31.0,32.0,30.0,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,27.73333333333333,27.73333333333333,27.73333333333333,27.73333333333333,27.73333333333333,27.73333333333333,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,185457.59375,185457.59375,185457.6,185457.6,185457.59375,185457.59375,185457.6,185457.6,370915.1875,370915.1875,370915.2,370915.2,370915.1875,370915.1875,370915.2,370915.2,,,,,0.0,0.0,0.0,0.0,0.0,1.0,370915.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
503,503,168c6e1e4a2621661c4aac3eeaf3d80dc1c85ad5c3b0f1133567a93daab56141,False,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,1.4657534246575343,1 a 5,False,False,False,False,False,2017-05-11,False,False,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,,,2,5,,,,,MA,CINZA,SEM INFORMACAO,,MEDIA,,False,,751.59,OESTE MARANHENSE,IMPERATRIZ,False,2.0,2.0,0.0,57.0,58.0,56.0,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,194.33333333333331,194.33333333333331,194.33333333333331,194.33333333333331,194.33333333333331,194.33333333333331,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,137.0,1039.0,1039.0,1039.0,1039.0,10200168.0,10200168.0,10200168.0,10200168.0,70391464.0,70391464.0,70391464.0,70391464.0,51000840.0,51000840.0,51000840.0,51000840.0,240723968.0,240723968.0,240723970.0,240723970.0,46.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,,,"DE R$ 1.500.000,01 A R$ 4.800.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",1669118.4,16443907.0,1.0,87.0,66.67,33.33,,1.0,2.0,3.0,2.0,1.0,,,,,,1.0,6.0,2.0,,9.0,15.066666666666665,0.0,1.0,1.0,10.0,19.14666666666666,40.4,15.066666666666665,16.78518518518518,17.133333333333333,15.066666666666665,9.0,10.0,1.0,-9.999999999999998,800.0,10.526315789473683,7
403,403,807ca0016faa6405f963281dc39691af9c5c5e00bb3ad0a354dc035a43258bcd,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,BENS DE CONSUMO,INDUSTRIA,5.183561643835616,5 a 10,False,False,False,False,False,2013-08-23,False,True,True,NAO,CONFECCAO DE ARTIGOS DO VESTUARIO E ACESSORIOS,INDUSTRIAS DE TRANSFORMACAO,False,False,False,,,,,True,,0,0,,,,False,RN,VERDE,ACIMA DE 1 ANO,24.0,ALTA,,False,,,CENTRAL POTIGUAR,SERIDO ORIENTAL,False,2.0,2.0,0.0,27.0,27.0,27.0,1.0,,,1.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,36.06666666666667,54.96666666666667,17.166666666666668,17.166666666666668,54.96666666666667,36.06666666666667,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,82425.6015625,82425.6015625,82425.6,82425.6,82425.6015625,82425.6015625,82425.6,82425.6,457276.796875,228638.3984375,247276.8,210000.0,457276.796875,228638.3984375,247276.8,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,457276.796875,"DE R$ 360.000,01 A R$ 1.500.000,00","DE R$ 360.000,01 A R$ 1.500.000,00",1030320.0,1030320.0,32.0,18.0,38.89,61.11,1.0,7.0,5.0,1.0,3.0,1.0,,,,,,,18.0,,,18.0,2.533333333333333,14.0,11.0,32.0,50.0,15.636666666666667,37.43333333333333,2.533333333333333,12.742592592592592,37.43333333333333,2.533333333333333,18.0,16.0,29.0,12.5,-37.93103448275862,66.66666666666667,0
122,122,60a79775c78290c612464e9819d82cfdc20983ec7392757d64d784d8a81c4d0e,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,9.287671232876713,5 a 10,False,False,False,False,False,2009-07-17,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,1.0,0.0,True,8.0,0,1,,,,False,AM,AZUL,ACIMA DE 1 ANO,24.0,ALTA,BOA,False,18859.0,3182.32,CENTRO AMAZONENSE,MANAUS,True,2.0,2.0,0.0,29.5,42.0,17.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,368.26666666666665,368.26666666666665,368.26666666666665,368.26666666666665,368.26666666666665,368.26666666666665,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,48.0,48.0,48.0,48.0,48.0,2905502.5,2905502.5,2905502.5,2905502.5,2905502.5,2905502.5,2905502.5,2905502.5,5811005.0,5811005.0,5811005.0,5811005.0,5811005.0,5811005.0,5811005.0,5811005.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,5811005.0,"DE R$ 360.000,01 A R$ 1.500.000,00","DE R$ 1.500.000,01 A R$ 4.800.000,00",927288.0,2250033.5,64.0,11.0,40.0,60.0,,1.0,2.0,2.0,,,,,,,,,3.0,2.0,,5.0,16.133333333333333,0.0,1.0,64.0,69.0,13.275845410628026,87.46666666666668,0.5,45.62666666666666,87.46666666666668,23.0,5.0,8.0,24.0,-37.5,-79.16666666666666,18.181818181818183,5
199,199,6aa876504632f76042cbb9ec3c239665516805bbf09042d59769adce58c1fdd3,True,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,10.602739726027398,10 a 15,False,False,False,False,False,2008-03-24,False,False,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,True,True,,,2.0,1.0,False,,1,2,,,2.0,False,MA,AZUL,ACIMA DE 1 ANO,23.0,MEDIA,BOA,False,13385.0,339.28,LESTE MARANHENSE,BAIXO PARNAIBA MARANHENSE,True,2.0,2.0,0.0,32.0,39.0,25.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,88.03333333333332,171.2,4.866666666666666,4.866666666666666,171.2,88.03333333333332,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,185457.59375,185457.59375,185457.6,185457.6,185457.59375,185457.59375,185457.6,185457.6,556372.8125,556372.8125,556372.8,556372.8,556372.8125,556372.8125,556372.8,556372.8,,,,,0.0,0.0,0.0,0.0,0.0,2.0,556372.8125,"DE R$ 81.000,01 A R$ 360.000,00","DE R$ 81.000,01 A R$ 360.000,00",185457.6,185457.6,2.0,1.0,100.0,0.0,,,,,,,1.0,,,,,1.0,,,,1.0,38.43333333333333,0.0,0.0,2.0,3.0,54.05555555555557,80.13333333333334,38.43333333333333,38.43333333333333,38.43333333333333,38.43333333333333,1.0,1.0,2.0,0.0,-50.0,0.0,0
167,167,32a26c8394fa0c08967b5e1c2696cb4fd7452b0762ed94718813befb33d2ef01,False,SOCIEDADE ANONIMA FECHADA,PI,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,12.33972602739726,10 a 15,False,False,False,False,False,2006-06-29,False,True,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,False,,382,199,,,,False,PI,VERDE,ACIMA DE 1 ANO,22.0,MEDIA,BOA,False,,1039.44,SUDESTE PIAUIENSE,ALTO MEDIO CANINDE,False,9.0,9.0,0.0,50.83333333333334,71.0,39.0,6.0,,4.0,2.0,6.0,,,,,,,,,,,,,33.0,44.0,33.0,33.0,0.0,0.0,0.0,0.0,244.19797979797983,636.6,33.0,33.0,636.6,244.19797979797983,,,,13.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,0.0,0.0,0.0,5.0,2.0,28.0,14.0,0.0,3.0,11.0,5.0,3874.0,4098.0,178.17391304347825,1151.0,0.0,286614416.37890625,16859671.55170037,107235704.0,61819.2,301595266.50390625,17740898.029641546,107235704.0,61819.2,822198302.8359375,24915100.0859375,268089260.0,13946.0,876330870.8359375,26555480.93442235,273649280.0,123638.4,40.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,,,"DE R$ 81.000,01 A R$ 360.000,00",ACIMA DE 1 BILHAO DE REAIS,210000.0,2660064000.0,0.0,9281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374
47,47,2bd4866906c6922cac3548420e09c791ce275dcefc9c9b36ce04108b86adadd3,True,SOCIEDADE EMPRESARIA LIMITADA,RN,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,0.547945205479452,<= 1,False,False,False,False,False,2018-04-11,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,False,,,,,,,0,0,,,,,RN,CINZA,SEM INFORMACAO,,MEDIA,,False,,,LESTE POTIGUAR,NATAL,True,2.0,2.0,0.0,39.0,39.0,39.0,1.0,,,1.0,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,241.33333333333331,440.63333333333327,76.23333333333333,76.23333333333333,440.63333333333327,241.33333333333331,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,0.0,535766.375,535766.375,535766.4,535766.4,535766.375,535766.375,535766.4,535766.4,2027299.25,675766.4166666665,1607299.2,210000.0,2027299.25,675766.4166666665,1607299.2,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,3.0,2027299.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
